user_name,post_message,timestamp_post,num_like_post,num_comment_post,num_share_post,label,source_file
9fdafd1bb7bb699e22cc6b1df03ff5cb,"Mọi ng bình tĩnh giải trí 1 tý ko nên hoang mang nhưng nhớ chú ý những điều dưới đây nhé : Được biết rằng , coronavirus chủng mới có thể không có dấu hiệu bị nhiễm trong nhiều ngày , làm thế nào để chúng ta biết nếu biết được một người bị nhiễm corona virus này ?Đến thời điểm mà người đó họ bị ho và sốt hoặc đi khám bệnh thì phổi của người đó đã thường thường 50% phổi đã bị xơ và lúc đó đã quá muộn , Các chuyên gia Đài Loan thông tin cho chúng ta các kiểm tra đơn giản mà < URL > úng ta có thể làm mỗi sáng : Hít một hơi thật sâu và nín thở trong hơn 10 giây .Nếu bạn làm việc này một cách dễ dàng mà không cảm thấy ho , không cảm thấy khó chịu , ngạt thở , .. điều đó cho biết là phổi cúa chúng ta không bi xơ , nghĩ là chúng ta không bị nhiễm Vào lúc cao điểm này , chúng ta hãy kiểm tra bản thân mỗi sáng trong môi trường không khí trong lành !Lời khuyên tuyệt vời của tất cả các bác sĩ Nhật Bản điều trị bệnh nhân bằng COVID-19 .Hãy chắc chắn rằng miệng và cổ họng của chúng ta luôn ẩm và không khô .Chúng ta nên uống một ít nước ấm tối thiểu 15 phút một lần .T Tại sao chúng ta phải làm như vậy ?Lý do vì khi khi virus xâm nhập vào miệng ...Uống nước hoặc chất lỏng khác sẽ rửa virus qua thực quản rồi đi vào dạ dày .Khi ở trong dạ dày ...Các axit dạ dày của bạn sẽ tiêu diệt tất cả các loại virus .Nếu bạn không uống đủ nước thường xuyên ... virus có thể xâm nhập vào khí quản rồi vào phổi .Nó rất nguy hiểm .Hãy gửi và chia sẻ với gia đình , bạn bè và mọi người về thông tin này !Hãy quan tâm chăm sức khoẻ của mình và tất cả mọi người và cầu chúc cho thế giới chóng qua khỏi dịch corona virus .Cầu chúc cho mọi người khoẻ mạnh và tràn đầy hạnh phúc Hiếu Trung Phạm Vũ Đức Cườngng Xem thêm",1970-01-01 00:00:00,18000,1000,3200,1,train.csv
f7a3628991263df3cb2cf0f61a1a7d27,"THÔNG BÁO Nhà máy Samsung Thái Nguyên đang che giấu việc nhân viên Phạm Văn Hưng có biểu hiện nhiễm nCoV, khi họ không thông báo sự việc với chính quyền địa phương, chỉ âm thầm ép anh Hưng về nhà để theo dõi. việc này đang đe dọa tính mạng hàng trăm nghìn công nhân và gia đình.",2020-03-20 12:00:00,309.0,58.0,51.0,1,train.csv
4293892320686232064,Virus Corona là vũ khí sinh học ?Hiện nay có nhiều bằng chứng chỉ ra virus corona là nhân tạo tuy rất nhiều người còn chưa biết rõ về sự thật này ...,1582507020.0,23,10,0,1,train.csv
fbaf37116f5a99da89a4c3b2a50b406f,"4 đối tượng người da đen lợi dụng bạo loạn tràn vào nhà đập phá trói một bà mẹ Việt M.L và con gái của bà tên là B. L. Nạn nhân kể lại “ < URL > úng tôi nghe thấy tiếng động lạ nên chúng tôi ra kiểm tra thử xem thì chúng tôi bị 1 khẩu súng chỉa thẳng vào đầu .Bốn người da đen đã mang theo súng cướp hết những đồ có giá trị dây chuyền , nhẫn , vòng cổ .[ ... ] Cô con gái gọi cảnh sát nhưng không kịp , và đã bị phát hiện bởi tên trộm còn lại .Chúng trói hai mẹ con vào giường và nổi cơn thú tính h lên đã hiếp dâm cả bà và đứa con gái chỉ mới 17 tuổi của bà .Bốn người da đen đã lấy đi đời con gái của con tôi và vơ vét hết của cải trong nhà tôi rồi lên xe tẩu thoát",1592188898.0,3,6,0,1,train.csv
0f564ffbf78a6ad56277e82e6df1db04,"Corona Lời khuyên của bác sĩ Nhật Bản & Đài Loan : Coronavirus có thể không có dấu hiệu bị lây nhiễm trong nhiều ngày, làm thế nào để biết người đó có bị nhiễm bệnh hay không. Vào thời điểm họ bị sốt và / hoặc ho và đến bệnh viện, phổi thường là 50% Xơ hóa và đã quá muộn!... Các chuyên gia Đài Loan cung cấp một cách tự kiểm tra đơn giản mà chúng ta có thể làm mỗi sáng: Hít một hơi thật sâu và nín thở trong hơn 10 giây. Nếu bạn hoàn thành nó mà không ho, không khó chịu, ngột ngạt hoặc căng cứng, v.v ... điều đó chứng tỏ không có xơ hóa trong phổi, về cơ bản cho thấy không bị lây nhiễm. Trong những thời điểm quan trọng, bạn nên tự kiểm tra mỗi buổi sáng trong một môi trường có không khí sạch! Lời khuyên nghiêm túc của các bác sĩ Nhật Bản điều trị các trường hợp Covid-19. Mọi người nên bảo đảm miệng & cổ họng của bạn ẩm, không bao giờ KHÔ. Uống vài ngụm nước sau mỗi ít nhất 15 phút. TẠI SAO? Ngay cả khi vi-rút xâm nhập vào miệng bạn ... nước uống hoặc các chất lỏng khác sẽ quét chúng xuống qua thực quản và vào dạ dày. Khi đã ở trong bụng ... ACID dạ dày của bạn sẽ tiêu diệt tất cả virus. Nếu bạn không uống đủ nước thường xuyên hơn ... virus có thể xâm nhập vào khí quản của bạn và vào PHỔI. Điều đó rất nguy hiểm. Xin nhắc nhở mọi người về điều này! Xem thêm",2020-02-25 07:20:30,676.0,9.0,2300.0,1,train.csv
6af1dfef70669f7070e84d7bd3d28cb7,"Điểm đen trong vụ tai nạn giao thông của ông Phước : Lâm Tươi khai khi đâm vào xe của ông Phước , thì Tươi đang chạy với tốc độ 50-60 km/h và đã nhìn thấy xe ông Phước với khoảng cách 50m .Đến khi khoảng cách còn 5m vì bất ngờ nên không thể tránh và đâm vào xe ông Phước .Ngoài ra có 2 nhân chứng là bà Liên và bà Hằng đã nhìn thấy Lâm Tươi vừa lái xe vừa quay đầu lại nói chuyện với người ngồi sau .Có phải đây là nguyên nhân làm cho Lâm Tươi đâm vào xe ông Phước , mặc dù đã thấy cách đó 50 m ?Lâm Tươi điều khiển xe khi có nồng độ cồn và không có bằng lái .Tuy nhiên những điểm trên lại không được toà án xem xét mà chỉ ghim vào lỗi của ông Phước để kết án .Đặc biệt , ngày xảy ra tai nạn là ngày 15/01/2017 nhằm ngày chủ nhật .Khi xảy ra tai nạn , chỉ có 2 người bị thương là ông Phước và ông Quý .Không có ai chết tại chỗ , nên không có căn cứ để kết luận có dấu hiệu tội phạm ngay tại thời điểm xảy ra vụ tai nạn .Hai ngày sau khi xảy ra vụ tai nạn thì ông Quý chết vì chấn thương sọ não .Đến ngày 23.01.2017 cơ quan cảnh sát điều tra và viện kiểm sát Thị xã Đồng Xoài mới có văn bản phân công điều tra viên Bùi Danh Sơn và kiểm sát viên Nguyễn Viết Dũng làm nhiệm vụ điều tra vụ tai nạn .Điều bất thường là , trong biên bản vụ tai nạn lập ngày 15.01.2017 lại có tên của Sơn và Dũng .Trên Facebook của mình , ông Phước có chia sẻ .KSV Nguyễn Viết Dũng có mối thân tình với nạn nhân là ông Quý , và Dũng đã làm sai lệch vị trí hiện trường vụ tai nạn .",1590916539.0,78,16,13,1,train.csv
f97f182debde7ce9de3e21d5801ccc0b,"Là người đứng đầu cơ quan lãnh đạo, cơ quan tư pháp tại tỉnh thay vì công tâm xử lý đơn thư của người dân, chính những người này lại dùng vị trí chức vụ của mình để thay đổi kết quả các phiên tòa. Ồ, vậy là không thể hay có thể 🤔",2020-06-27 03:21:00,7.0,0.0,0.0,1,train.csv
acd19b585ac6c8bc5aa212bbce2c3e38,"Báo Người Lao Động đưa tin : Bệnh nhân số 21 ( tên N.Q.T , trú tại Ba Đình , TP Hà Nội ) có “ bồ nhí , con riêng ” , khai báo y tế không trung thực …",1584166320.0,53,48,2,1,train.csv
bbddc4c14b89013cf4bd4ba454bb4331,"Một Thạc sĩ người Việt Nam đang làm việc tại Bệnh viện Thâm Quyến , Trung Quốc .Ông đang được chuyển sang nghiên cứu virus viêm phổi Vũ Hán .Ông gọi cho người nhà Việt Nam và nói với bạn bè .Nếu bạn bị sổ mũi và đờm khi bạn bị cảm lạnh , bạn không thể là một loại viêm phổi Coronavirus mới , vì viêm phổi Coronavirus là ho khan mà không chảy nước mũi .Đây là cách đơn giản nhất để nhận biết .Hãy nói với bạn bè của bạn rằng nếu bạn biết nhiều hơn về kiến ​​thức y tế , bạn sẽ có nhận ... thức rõ hơn về nhận dạng và phòng ngừa .📛Dịch Corona thực sự nguy hiểm , và KHÔNG CÓ MỘT LOẠI KHẨU TRANG NÀO CHỐNG ĐƯỢC DỊCH mọi người nhé .Nếu thực sự có loại khẩu trang chống được dịch , thì ko đến nỗi gần 20 bác sĩ bị nhiễm Corona !Người ta còn mặc quần áo bảo hộ , mặt nạ bảo hộ , đóng bỉm luôn còn dính nữa là dăm ba cái loại khẩu trang .🙃 Loại virut này chỉ sinh sôi ở khí hậu lạnh , vì thế , mọi người nên tăng cường uống nước , ăn cam , giữ ấm cơ thể để tăng sức đề kháng , tránh thức đêm khiến cơ thể mệt mỏi dễ bị nhiễm bệnh nhé .Chứ ko phải ăn chơi hết mình , đi mua dăm 3 cái khẩu trang là chống được đại dịch tầm cỡ thế giới đâu ạ🥺🥺 ⭕️CÁCH PHÒNG TRÁNH DỊCH HIỆU QUẢ LÀ :1 . Tuyệt đối không đến những chỗ đông người như đền chùa , trung tâm thương mại , lễ hội đầu năm …..Tết năm nào cũng có nhưng mạng người chỉ có một mà thôi !Việc huỷ toàn bộ các hoạt động nơi công cộng là điều cần thiết và bắt buộc trong thời điểm này . 2 .Cho trẻ nghỉ học hoàn toàn trong vòng ít nhất 2 tuần tới ( tính từ ngày 31/01 ) .Học là việc cả đời chứ không phải chuyện 1 tuần hay 1 tháng , đừng để bị cuốn vào “ dịch bệnh ” thành tích của hệ thống giáo dục . 3 .Dự trữ thực phẩm để sử dụng trong vòng 3 – 4 tuần sắp tới .Bài học của Trung Quốc là một số thành phố bùng phát dịch đã xuất hiện tình trạng khan hiếm lương thực , thậm chí có nguy cơ chết đói ( như Vũ Hán ) . 4 .Xông nhà mỗi ngày để thanh lọc không khí , diệt khuẩn và tăng sức đề kháng cho các thành viên gia đình .Các loại tinh dầu hữu cơ như eucalyptus , cam , sả , chanh , bạc hà , quế , bách xù …... cực kì hiệu quả với các công dụng trên .Các bạn có thể xông từng loại tinh dầu đơn , mỗi loại cách nhau 2-3 giờ .Nên kết hợp sử dụng máy khuếch tán khí nén với máy khuếch tán bằng sóng âm để tăng độ ẩm trong nhà ( Corona virus phát triển kém trong môi trường ẩm cao ) . 5 .Rửa tay ngay khi vừa đi bên ngoài về bằng các loại nước rửa tay .Nếu phải ra ngoài lâu nên đem theo 1 chai nước rửa tay khô .💢Lần này , virus Vũ Hán không chịu nhiệt và sẽ bị yếu ở nhiệt độ 38 độ .Do đó , hãy uống nhiều nước nóng hơn .Bạn có thể nói với bạn bè và người thân của mình uống nhiều nước nóng hơn để ngăn chặn nó .Gần đây trời rất lạnh và uống nước nóng cũng rất thoải mái .Nó không phải là thuốc chữa bệnh và tốt cho cơ thể .Uống nước ấm có hiệu quả đối với tất cả các loại virus .Hãy cố gắng không uống nước đá , hãy nhớ !Chia sẻ cho mọi người phòng tránh .Bùi Tuyến Coppy cho mn tham khảo Xem thêm",1581389044.0,1100,134,2300,1,train.csv
64677ec28ae9788ef2349b0baa5ef20f,Mr. Trump đã hành động Nếu điều tra được TGĐ WHO cố tình che giấu mức độ gây hậu quả nghiêm trọng của Covid-19 thì tôi nghĩ rất có thể sẽ bị truy tố về tội cố ý giết người,2020-04-15 03:20:23,214.0,28.0,8.0,1,train.csv
